Country,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under-five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling
Suriname,Developing,67.7,219,0,4.23,191.2135044,,0,48.3,0,65,8.38,68,1.8,1598.77512,47774,0,11
Belarus,Developing,72,199,0,13.94,1147.1114,97,64,61.7,0,97,5.69,97,0.1,8318.429294,9474511,0.796,15.7
Serbia,Developing,75.3,122,1,9.16,880.6403367,91,1,58.9,1,97,1.12,95,0.1,6353.826383,7164132,0.766,14.1
Nicaragua,Developing,73,193,4,3.51,22.35595448,87,0,43.5,5,89,5.26,87,0.4,143.6758,5175,0.57,10.4
Mauritania,Developing,62.7,28,8,0.01,8.88028118,8,62,29.4,12,8,3.63,8,1.1,145.57838,394617,0.501,8.2
Mali,Developing,56.8,271,54,0.61,101.8113996,66,24,21.3,90,72,6.59,66,1.5,835.88998,1554989,0.404,7.5
Colombia,Developing,72.4,15,16,4.25,417.8038898,92,0,49,19,92,5.92,92,0.1,2246.257472,42152151,0.659,11.6
Germany,Developed,86,71,2,10.94,895.8779503,88,1771,61.4,3,94,11.16,95,0.1,4653.91143,864565,0.919,16.9
Kyrgyzstan,Developing,77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,,,0.647,12.5
Côte d'Ivoire,Developing,48,473,64,3.12,0,63,4770,2.9,92,68,4.65,61,6.7,,,,
Thailand,Developing,74.1,155,10,6.07,748.4451054,98,3156,29,11,99,4.12,99,0.2,5491.159981,675313,0.72,13.3
Haiti,Developing,59.7,3,18,6.64,44.25687135,,0,36.5,25,56,5.32,53,4.6,329.782946,8976552,0.447,8.1
Israel,Developing,82.2,6,1,2.62,4348.33531,97,6,64.6,1,95,7.81,95,0.1,37582.84624,82157,0.895,16
Chile,Developing,77.3,13,2,6.24,74.14842946,,0,54,3,91,6.4,91,0.1,511.368479,15262754,0.755,13.5
Mozambique,Developing,52.1,425,74,1.03,53.9502789,75,267,19.3,108,75,5.25,75,14.1,422.1461573,22188387,0.36,8.2
Niger,Developing,56,283,57,0.11,1.817829717,,61208,13.9,127,42,7.1,36,1.6,165.257247,11771976,0.255,2.9
Cyprus,Developed,81,54,0,9.04,212.0859259,96,0,59.2,0,99,7.46,99,0.1,2797.96736,1143896,0.85,13.8
Kuwait,Developing,73.2,95,0,0.01,113.1997845,99,0,64.5,1,99,3.61,99,0.1,1654.96761,,0.786,14
Morocco,Developing,71.8,123,21,0.51,171.3658969,97,1455,51.7,24,99,5.41,99,0.1,2884.94776,31596855,0.589,10.3
Cabo Verde,Developing,73,117,0,0.01,414.0242418,97,0,3.5,0,95,4.76,95,0.2,3529.61843,526437,0.643,13.5
Egypt,Developing,69.7,171,55,0.21,0,98,1684,54.8,65,98,4.95,98,0.1,,,0.644,11.7
Denmark,Developed,77.3,11,0,11.54,650.9813544,,0,53.9,0,96,9.51,96,0.1,4458.7764,539574,0.882,16.3
Sao Tome and Principe,Developing,67.5,19,0,,0,96,0,3.9,0,96,,96,0.2,1624.63963,195553,0.565,11.2
Chile,Developing,78.9,9,2,7.39,209.4875875,92,0,58.7,2,95,6.35,96,0.1,1526.87746,16491687,0.797,14.8
Zambia,Developing,43.8,614,44,2.62,45.61688038,,30930,16.8,72,85,7.16,85,18.7,341.955625,1531221,0.418,9.6
Costa Rica,Developing,77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,418738,0.719,12.2
Belarus,Developing,71.7,23,0,14.66,1109.854619,98,16,61.1,1,98,6.7,98,0.1,7978.825443,9465997,0.796,15.7
Canada,Developing,79.7,78,2,7.7,4687.845565,14,15,6,2,88,9.54,91,0.1,28172.14883,31676,0.877,15.8
Somalia,Developing,51.5,337,51,0.01,0,,7,2.2,83,26,,26,0.9,,,,
Canada,Developing,81.5,68,2,8.2,971.9280384,7,803,64.7,2,87,1.82,87,0.1,5282.2176,3434278,0.903,15.9
Iceland,Developed,82.7,49,0,,0,,0,61,0,92,,92,0.1,5734.4436,33815,0.919,19
Senegal,Developing,66,196,20,0.26,11.8385319,92,17,23.2,28,89,4.51,92,0.3,148.912351,141232,0.474,8.7
Iran (Islamic Republic of),Developing,75.3,83,20,0.01,0,99,189,57.2,23,98,6.49,98,0.1,,,0.769,15
Ireland,Developed,81,67,0,10.49,703.5527332,95,51,61.3,0,96,8.1,96,0.1,5234.76736,4598294,0.902,18.6
Comoros,Developing,62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723868,0.484,10.8
Yemen,Developing,61.1,251,46,0.08,0,19,485,31.7,63,73,4.34,73,0.1,,,0.444,7.9
Albania,Developing,72.6,11,1,3.66,91.71154052,96,662,45,1,97,6.26,97,0.1,1175.788981,38927,0.656,10.7
Zambia,Developing,52.6,487,32,2.08,10.85148218,8,535,19.2,51,77,4.37,8,13.6,114.587985,12725974,0.492,11.1
Russian Federation,Developing,65.1,38,21,10.47,2.642527148,43,2072,54.2,25,97,5.67,96,0.3,21.362386,14597683,0.72,12.5
Paraguay,Developing,72.3,161,3,5.61,26.18072382,92,0,43.5,4,98,6.43,98,0.2,189.71539,5882796,0.648,12.1
Samoa,Developing,72.6,144,0,3.01,434.7940679,57,8,72.5,0,57,5.7,62,0.1,3453.487434,18625,0.69,12.9
Azerbaijan,Developing,67.5,151,8,0.51,4.104190077,,574,42.6,10,77,4.48,77,0.1,73.6838434,81112,0.642,10.4
Kiribati,Developing,66.3,198,0,,0,82,0,77.6,0,8,,78,0.1,1424.483611,11247,0.586,11.9
Kenya,Developing,54.1,412,70,1.82,39.55677502,76,153,16.4,108,7,4.36,76,11.6,519.7999346,3648288,0.474,9.6
Serbia,Developing,73,134,1,7.25,389.7515212,,15,52.8,1,89,8.13,89,0.1,2832.49652,748591,0.715,13
Jordan,Developing,73,12,4,0.6,373.2628643,98,41,59.3,4,98,8.35,98,0.1,2762.86354,6193191,0.736,13.6
Kenya,Developing,63,294,61,1.73,56.58984221,9,95,18.9,89,9,3.97,9,4.3,967.34773,4135152,0.523,11.1
Ukraine,Developing,67.6,256,6,4.89,115.738974,48,7587,55.4,7,99,6.25,99,0.9,879.475486,48225,0.683,13.9
Zimbabwe,Developing,56.6,429,26,6.09,92.60233636,97,0,3.3,39,95,6.69,95,8.8,955.648466,1471826,0.464,9.8
Morocco,Developing,72.8,11,20,0.56,183.6592186,98,633,53.6,23,99,5.86,99,0.1,2834.2472,3249639,0.603,10.7
Gambia,Developing,59.8,277,3,3.41,0,96,0,24.8,5,95,6.24,96,1.8,,,0.441,8.7
Suriname,Developing,68.3,214,0,4.55,4.23257668,,0,5.4,0,84,6.88,85,0.9,36.48773,49363,0,11.1
Equatorial Guinea,Developing,54.1,336,3,6.28,44.54768305,,38,19.8,4,48,2.4,38,4.4,685.34897,724817,0.553,8.5
Japan,Developed,83.5,56,2,7.55,94.43428615,,229,28.2,3,99,1.25,96,0.1,4454.44746,127445,0.894,15.3
Panama,Developing,77.8,118,1,,0,73,0,57.8,1,72,,73,0.1,13134.4367,3969249,0.785,13
Costa Rica,Developing,79,98,1,3.41,2429.854745,84,0,56.5,1,82,9.73,85,0.1,9186.59639,46474,0.752,13.4
Ecuador,Developing,75.3,131,7,3.99,344.7412164,88,257,51.4,8,85,5.92,88,0.1,5223.351763,15177355,0.71,13.2
Comoros,Developing,59.6,271,2,0.26,45.09010835,28,0,18.4,2,8,3.65,8,0.1,544.566526,583211,0,9.2
Mali,Developing,55,34,60,0.51,4.395885717,,4464,16.1,110,56,6.39,49,2.4,36.8473237,11293258,0.297,4.6
Ghana,Developing,61.6,257,39,0.01,151.899429,92,1613,26.7,56,91,4.79,92,0.9,1629.8222,2573349,0.563,11.2
Cabo Verde,Developing,72.3,126,0,5.28,345.463714,96,0,25.5,0,98,4.3,98,0.6,3112.285712,486438,0.602,11.9
Bhutan,Developing,63.3,273,1,0.52,19.15664091,95,0,15.5,1,96,4.9,95,0.2,997.7417141,623434,0,8.4
Democratic People's Republic of Korea,Developing,67.6,167,14,3.08,0,,0,26.2,18,99,,64,0.1,,,,
Botswana,Developing,57.5,427,2,6.56,476.8625872,94,0,34.2,3,96,5.55,96,12.7,5623.379566,1946351,0.646,12.1
Yemen,Developing,65.4,226,36,0.04,0,73,400,39.6,46,67,5.78,73,0.1,,,0.498,9
Saudi Arabia,Developing,74.1,9,8,0.09,196.3808305,98,294,65.6,9,98,3.86,98,0.1,2533.9462,,0.818,14.5
Slovenia,Developed,88,74,0,,0,,18,6.1,0,95,,95,0.1,2729.86383,263531,0.888,17.3
Ethiopia,Developing,51.2,391,253,0.88,11.59481766,,1660,12.3,404,55,4.36,3,5,123.876257,66537331,0,3.9
Solomon Islands,Developing,67.4,24,0,0.9,25.31155956,83,0,42.1,0,9,7.83,89,0.1,88.874858,469885,0.465,8.3
Uzbekistan,Developing,68.3,183,20,2.73,119.4571154,99,117,4.7,23,99,5.34,99,0.2,1377.8214,285624,0.657,11.9
New Zealand,Developed,79.1,82,0,8.91,3661.792922,89,66,6.9,0,86,7.71,9,0.1,21913.7817,,0.881,18.2
Thailand,Developing,73.3,165,12,6.2,520.7639087,96,3893,24.6,14,98,3.56,98,0.4,3972.26475,66195615,0.687,12.3
Austria,Developed,84,76,0,12,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,8321496,0.864,15.1
Brunei Darussalam,Developing,74.8,95,0,0.13,941.7036868,99,0,28,0,99,3.4,94,0.1,16846.2198,,0.82,13.3
Sri Lanka,Developing,73.7,146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,1644.816372,19668,0.725,13.2
Vanuatu,Developing,73,157,0,1.01,342.4908556,6,0,46.6,0,67,3.67,67,0.1,2393.367265,219953,0.579,10.7
Jordan,Developing,72.4,127,4,0.55,27.44252286,95,28,57.8,4,95,8.88,95,0.1,223.83787,5714111,0.73,13.8
China,Developing,73.1,13,391,2.96,122.9365349,75,71879,22.6,467,87,4.82,86,0.1,1288.642924,12884,0.61,9.9
Bangladesh,Developing,68.6,151,154,0.01,46.36536703,95,2924,13.5,201,96,2.8,94,0.1,541.651484,147139191,0.513,8.6
China,Developing,74.9,93,248,4.88,50.28348923,99,52461,27.3,288,99,5.8,99,0.1,3838.434292,133126,0.682,12.2
Norway,Developed,86,67,0,6.75,1707.130633,,4,58,0,94,8.4,94,0.1,9688.5961,4768212,0.936,17.6
Rwanda,Developing,48.3,426,34,7.13,18.41791804,,2095,13.2,57,9,4.22,9,8.5,216.172747,82573,0.318,6.6
Samoa,Developing,73.8,128,0,0.01,660.2777923,56,0,74.3,0,58,7.22,63,0.1,4178.973369,19229,0.701,12.9
Egypt,Developing,78,161,53,0.21,0,94,1314,6.2,62,94,5.64,94,0.1,,,0.686,13.1
Samoa,Developing,72.2,149,0,3.85,47.73638191,46,0,7.9,0,49,5.25,53,0.1,322.543121,182286,0.682,12.9
Chad,Developing,53.1,356,46,,0,46,418,19.1,77,52,,46,2.8,777.248751,149413,0.394,7.3
Sao Tome and Principe,Developing,63.1,226,0,5.8,50.80181435,,0,21.7,0,92,1.21,92,1.4,555.8185378,144889,0.501,9.6
Vanuatu,Developing,72,13,0,,0,64,39,53.3,0,65,,64,0.1,285.83414,26463,0.598,10.8
Czechia,Developed,78.2,9,0,12.45,0,99,15,65.1,0,99,7.49,98,0.1,,,,
Yemen,Developing,61.5,25,45,0.07,0,31,890,32.2,61,64,4.22,65,0.1,,,0.45,8
United Republic of Tanzania,Developing,61.8,279,85,,0,98,30,23.8,119,96,,98,1.4,,,,
Libya,Developing,71.3,161,2,0.01,36.11567366,98,0,6.9,2,98,4.77,98,0.1,562.549434,,0.756,14
Liberia,Developing,61.4,259,8,,0,52,1060,27.3,11,52,,52,0.9,452.38717,4499621,0.427,9.9
Cyprus,Developed,85,52,0,,0,97,0,6.3,0,97,,97,0.1,2375.1127,116985,0.854,14.3
The former Yugoslav republic of Macedonia,Developing,73.6,12,0,1.75,0,53,5,54.9,0,98,7.95,97,0.1,,,0,11.9
Jamaica,Developing,75.3,138,1,3.65,37.17108782,96,0,52,1,96,5.66,96,0.5,521.33363,284992,0.725,12.8
Paraguay,Developing,71.2,17,4,6.66,233.8488603,,0,39.8,5,9,7.61,89,0.1,1417.26582,546624,0.624,11.8
Micronesia (Federated States of),Developing,69.2,166,0,1.67,0,83,0,68.1,0,81,13.38,81,0.1,,,0.641,11.7
Ukraine,Developing,71,198,4,8.44,52.42529588,46,0,6.1,5,72,7.67,76,0.2,429.71554,454896,0.744,15.2
Cuba,Developing,79,93,1,4.37,13.6691019,97,0,6.7,1,99,11.6,99,0.1,75.5199,,0.772,14
Spain,Developed,82.1,63,1,9.62,4873.8188,97,3802,64.1,2,97,9.48,97,0.1,31834.21816,46742697,0.867,16.9
France,Developing,89,88,3,11.9,7002.785925,47,604,59.1,3,98,1.57,98,0.1,45413.6571,6437499,0.877,16.1
South Sudan,Developing,51.4,383,29,,0,,0,,45,,,,3.8,,7787655,0,0
Belize,Developing,68.5,199,0,4.99,262.8299189,97,0,42,0,93,4.38,89,0.1,3556.561825,26226,0.678,11.9
Jamaica,Developing,72.7,171,1,3.89,160.2382416,,0,42.5,1,99,5.34,99,2.2,3394.878,267711,0.68,10.9
Brazil,Developing,74.1,152,51,7.58,1084.999766,98,43,52.8,57,98,8.9,99,0.1,13167.47289,198686688,0.724,14
Bolivia (Plurinational State of),Developing,77,186,8,,0,99,0,52.6,10,99,,99,0.1,,,0.671,13.8
Tonga,Developing,73.3,135,0,0.01,565.9672173,8,0,74.8,0,82,5.18,8,0.1,4192.349758,15782,0.716,14.3
Saint Vincent and the Grenadines,Developing,79,186,0,4.73,0,,0,41,0,99,3.64,99,0.7,,,0.673,12.8
Benin,Developing,57.6,278,25,1.28,7.615430126,75,928,22,39,77,4.2,75,1.8,82.1513498,8696916,0.444,9.1
Israel,Developing,82.1,61,1,2.69,4279.895512,97,50,64.2,1,96,7.89,96,0.1,36393.66932,8595,0.891,15.9
Niger,Developing,53.7,278,55,0.11,3.751715442,,2183,15.4,114,46,7.15,45,1.6,25.383731,13618449,0.278,3.5
Tuvalu,Developing,,,0,0.01,78.28120317,9,0,79.3,0,9,16.61,9,0.1,3542.13589,1819,,0
Solomon Islands,Developing,67.1,29,0,1.18,195.5259417,81,0,41.3,0,89,5.64,9,0.1,818.442619,458324,0.459,8.1
France,Developing,89,89,3,12.2,64.73714894,42,39,58.6,3,99,1.45,98,0.1,416.58397,6416229,0.873,16.1
Paraguay,Developing,73.9,147,3,0.01,561.7684701,87,0,49.4,3,83,9.81,87,0.2,4712.822736,6552584,0.688,12.3
Mexico,Developing,75.7,13,36,5.27,881.7364327,95,0,59.4,42,95,6.6,95,0.1,7748.12331,11555228,0.738,12.5
Latvia,Developed,71,218,0,7.13,291.0170765,95,0,55.4,0,96,6,96,0.1,3352.731296,236755,0.716,13.7
South Africa,Developing,56,429,52,7.38,365.2585722,72,1166,4.9,76,71,8.31,71,24,2681.781,45312937,0.629,13
Grenada,Developing,73.6,142,0,,0,92,0,48.4,0,99,,92,0.1,9212.192824,,0.751,15.8
Tonga,Developing,71.6,158,0,1.24,40.49128897,93,0,65.5,0,91,4.75,91,0.1,263.27236,9882,0.676,13.7
Democratic People's Republic of Korea,Developing,68.5,166,9,3.13,0,92,3550,28.7,12,99,,92,0.1,,,,
Philippines,Developing,67.3,219,63,4.08,121.3625467,77,9,2.6,82,88,3.95,88,0.1,1391.772325,8789419,0.646,11.5
Guyana,Developing,65.6,229,0,7.56,536.2332523,93,0,43.2,1,93,6.8,93,0.4,3439.597513,7491,0.624,10.3
Saudi Arabia,Developing,74.3,89,8,0.09,2047.113102,98,1164,66.4,9,98,4.25,98,0.1,24934.38614,,0.83,15.2
Serbia,Developing,73.6,133,1,8.58,541.8243468,93,2,54.5,1,97,8.99,92,0.1,4129.758741,7411569,0.739,13.4
Australia,Developed,79.5,78,1,10.17,347.18736,,108,58.2,2,9,8.8,9,0.1,2169.921,19153,0.897,20.4
Namibia,Developing,65.8,248,2,,0,92,212,35.7,3,92,,92,2.1,4737.66996,2425561,0.637,11.7
Oman,Developing,75.4,18,1,0.56,1040.629462,98,19,51.5,1,96,2.83,98,0.1,16784.34616,,0.782,12.4
United Kingdom of Great Britain and Northern Ireland,Developed,79,82,4,12.05,0,,79,6.7,4,91,8.24,91,0.1,,,,
Guatemala,Developing,77,196,12,2.14,443.3248254,94,0,47.2,14,94,6.64,94,0.4,2825.5247,1463417,0.602,10.5
Panama,Developing,75.8,122,1,5.53,623.9100503,92,0,5.3,2,88,7.48,92,0.1,4916.54886,333465,0.74,12.9
Norway,Developed,79.4,78,0,6.04,880.7380617,,8,55.3,0,92,9.85,92,0.1,5111.65445,4564855,0.918,17.1
Azerbaijan,Developing,67.8,154,7,0.55,42.41491183,51,1978,43.6,8,79,6.56,77,0.1,883.6439965,82341,0.659,10.8
Lesotho,Developing,47.8,592,5,2.75,91.85432774,88,0,28.8,6,86,8.85,88,27.3,934.428563,199993,0.447,10.7
Turkey,Developing,78,14,41,1.49,256.4341746,77,30509,54.3,50,88,5.16,88,0.1,3119.63716,64191474,0.653,11.1
Papua New Guinea,Developing,59.9,314,11,0.58,158.001946,6,1385,4.4,15,59,8.39,62,1.5,637.3616215,6161517,0.439,7.6
Croatia,Developed,77.8,97,0,12.14,1884.098811,95,0,63.1,0,95,7.8,95,0.1,13467.46827,4238389,0.82,15.1
Hungary,Developed,73.5,176,1,12.55,163.3433278,,0,59.9,1,99,7.51,99,0.1,13842.6549,15578,0.809,15.3
Togo,Developing,58.9,294,14,0.01,41.60027954,84,238,22.6,21,84,5.11,84,1.7,563.6894247,6859482,0.464,12
Zambia,Developing,57.4,368,30,2.3,143.8698873,94,26,2.2,47,93,4.73,94,9.1,1139.11233,13456417,0.518,11.6
Central African Republic,Developing,58,437,15,0.01,53.43964323,47,210,22.1,22,47,4.2,47,4.5,377.132274,4515392,0.345,7.1
Austria,Developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,8121423,0.837,14.7
France,Developing,86,92,3,12.4,5689.991931,39,40,58,4,99,1.53,99,0.1,36544.5853,63621376,0.87,16.1
Sweden,Developed,82.3,54,0,7.3,1142.212403,67,26,59,0,98,11.93,98,0.1,5918.19898,969611,0.906,15.8
Cambodia,Developing,59.3,273,23,1.43,30.91060554,,1361,12.8,29,54,5.95,54,2.1,339.676984,12634729,0.427,8.2
Myanmar,Developing,65.4,29,49,0.3,17.48293752,92,190,19.8,65,9,1.92,9,0.5,987.7365832,5155896,0.515,8.8
Qatar,Developing,76.8,82,0,1.37,5484.143308,97,0,65.2,0,98,1.87,97,0.1,82967.37228,,0.825,11.7
Brazil,Developing,75,142,42,,0,96,214,56.1,47,98,,96,0.1,8757.2622,2596218,0.754,15.2
Yemen,Developing,63,242,39,0.04,0,78,8079,34.5,51,78,4.82,78,0.1,,,0.475,8.7
Slovakia,Developed,73.7,145,0,10.78,0,99,0,51.6,0,98,5.63,99,0.1,,,0.763,13.3
Cabo Verde,Developing,72.6,122,0,5.07,4.409153436,9,0,28.2,0,9,4.6,9,0.3,367.429453,5867,0.632,13.1
Nepal,Developing,64.7,218,35,0.21,31.93187316,27,12074,13.4,47,8,5.82,8,0.2,287.4156,2539449,0.463,9.3
Ghana,Developing,57.6,31,42,1.6,3.336437969,8,12289,2.7,63,8,3.7,78,3.5,39.484473,19924522,0.484,7.6
Cambodia,Developing,65.6,199,16,2.24,53.10009046,91,4211,15.3,18,91,5.55,91,0.7,745.7877873,138859,0.511,10.5
Cameroon,Developing,56.4,364,48,0.01,63.07890158,89,760,27.8,73,88,4.29,89,4,1365.34419,21655715,0.501,10.4
Pakistan,Developing,64.6,177,369,0.03,5.447133608,65,1129,2.6,460,7,3.26,62,0.1,139.31288,16364463,0.513,7.3
Mongolia,Developing,63.2,266,2,2.87,61.84921903,95,10677,39.1,3,95,5.45,95,0.1,524.145924,2419776,0.588,9.4
Solomon Islands,Developing,66.2,227,0,0.7,325.1114746,83,0,38.7,0,88,6.44,84,0.1,944.81684,423853,0.442,6.6
Jamaica,Developing,74.7,142,1,3.33,235.7067417,9,0,49.7,1,9,5.16,9,0.6,4293.383274,28482,0.721,12.7
Lesotho,Developing,46.4,622,5,2.95,3.53457351,,0,25.9,7,84,6.91,84,32.5,47.89395,192312,0.446,10.4
Gabon,Developing,59.7,32,2,6.47,352.232365,,0,29.8,3,44,3.48,45,11,4892.11618,1328146,0.638,12.3
Poland,Developed,77.5,117,2,,0,96,0,61.7,2,92,,98,0.1,12565.9876,37986412,0.852,16.4
Gambia,Developing,58.2,288,3,2.93,0,95,0,21.5,6,94,5.52,95,3,,,0.415,8.1
Solomon Islands,Developing,65.8,235,0,0.71,4.24926073,81,0,37.9,0,88,4.56,86,0.1,154.518572,41269,0.455,7.2
Japan,Developed,81.5,72,4,8.03,5486.51208,,22552,22.5,5,81,7.75,95,0.1,33846.46564,127149,0.856,14.6
India,Developing,63.3,219,1700,1.1,17.81205644,,40044,12.2,2300,58,4.4,59,0.3,466.2842,18987112,0.499,8.4
Czechia,Developed,75.8,116,0,13.24,0,98,17,6.8,0,96,6.9,98,0.1,,,,
Comoros,Developing,62.9,233,1,0.01,61.57443584,88,0,23.2,2,85,6.51,87,0.8,834.341949,7415,0.49,10.9
Luxembourg,Developed,83,76,0,11.42,2052.393076,95,0,58.8,0,96,8.11,99,0.1,13198.6693,497783,0.888,13.5
Luxembourg,Developed,78.3,95,0,12.91,910.5062778,95,0,55.2,0,99,8.27,99,0.1,5293.64115,446175,0.86,13.5
Turkmenistan,Developing,65.8,211,7,2.48,385.325164,96,0,44.2,8,96,1.99,96,0.1,4439.23,58721,0,10.6
Zambia,Developing,59.2,349,29,2.59,196.9152496,78,896,21.7,43,7,4.91,78,5.6,1734.93612,14699937,0.554,12.3
Thailand,Developing,74.6,152,8,6.41,789.0772949,99,0,32.4,10,99,4.12,99,0.1,5941.8471,68416772,0.737,13.6
Madagascar,Developing,61.9,261,35,0.71,55.43034455,84,0,16.7,51,83,4.98,84,0.6,377.8482928,19433523,0.483,9.1
Sweden,Developed,82.4,53,0,,0,67,22,59.5,0,98,,98,0.1,5585.25847,9799186,0.909,15.9
Greece,Developing,83,76,0,9,3189.754439,95,149,63.7,0,99,9.18,99,0.1,26917.75898,11121341,0.859,16.4
Grenada,Developing,73.5,143,0,8.42,789.2764615,97,0,47.4,0,81,6.1,97,0.1,8569.776998,,0.749,15.8
New Zealand,Developed,86,72,0,9.47,8342.405764,95,597,65.3,0,95,11.24,95,0.1,38426.5581,,0.901,19.7
United Republic of Tanzania,Developing,56.9,368,91,3.97,0,85,1574,2.2,135,88,3.97,85,6.4,,,,
Lesotho,Developing,44.8,666,5,1.8,67.91361818,6,31,26.9,7,89,6.96,9,34.6,781.5145936,1933728,0.439,10.7
Poland,Developed,75,144,2,9.5,79.41502672,98,13,55.5,3,99,6.2,99,0.1,821.251569,38165445,0.797,14.8
Libya,Developing,72.8,132,2,0.01,52.50394196,98,0,59.9,2,98,3.5,98,0.1,1212.56217,,0.755,14.3
Sao Tome and Principe,Developing,67.3,191,0,0.01,225.7307751,95,0,3.1,0,95,8.35,95,0.2,1821.878734,191266,0.562,11.1
Qatar,Developing,77.3,76,0,1.16,37.76848819,97,295,66,0,98,2.9,97,0.1,736.22784,,0.825,12
Algeria,Developing,71.4,145,20,0.23,147.9860714,,2686,45.3,24,89,3.84,89,0.1,1732.857979,31592153,0.644,10.9
Brunei Darussalam,Developing,77.7,78,0,,0,99,4,41.2,0,99,,99,0.1,3967.8951,,0.864,14.9
Turkey,Developing,71.6,135,35,1.42,459.1113061,68,5844,55.9,43,69,5.34,68,0.1,4718.51291,668583,0.668,11.9
Papua New Guinea,Developing,61.6,288,11,0.82,20.53327531,66,0,44.2,14,79,4.36,73,1.1,1166.66337,6947447,0.477,9.2
Belarus,Developing,67.7,254,1,10.74,14.06141699,93,45,54.9,1,99,6.62,99,0.1,1244.373185,9928549,0.681,13.3
Canada,Developing,79.5,79,2,7.7,3895.856308,,6,59.3,2,88,9.37,88,0.1,24167.8431,31362,0.872,15.8
Dominican Republic,Developing,73.6,154,6,5.92,1088.244952,89,0,57.9,7,9,4.38,91,0.3,6268.692122,145844,0.712,13.2
Singapore,Developed,81.7,62,0,1.73,462.9306986,96,16,31.5,0,97,4.27,97,0.1,38577.55822,,0.887,14.4
Ethiopia,Developing,64.2,234,140,0.01,89.95805845,77,12739,17.2,202,75,4.88,77,0.6,571.1622759,97366774,0.435,8.4
Cyprus,Developed,78.9,63,0,11.56,1958.525877,93,0,56.3,0,97,6.5,97,0.1,31386.63265,163712,0.836,13.5
Nicaragua,Developing,75,197,4,3.5,2.092343893,85,0,44.2,5,85,5.71,85,0.4,11.147277,5171734,0.577,10.7
Pakistan,Developing,63.2,187,371,0.01,22.39387584,,3903,17.4,474,71,2.76,68,0.1,499.8633,144654143,0.457,5.5
Croatia,Developed,74.9,126,0,13.15,650.9567981,,8,55.2,0,94,7.16,94,0.1,5245.421419,444,0.749,12.3
Kazakhstan,Developing,68.5,224,7,6.63,179.170133,99,127,49.9,7,99,4.6,99,0.1,11634.42422,165566,0.766,14.4
Russian Federation,Developing,73,225,13,10.12,1340.553699,97,4711,59.9,15,97,7.7,97,0.1,14125.961,143819666,0.803,14.9
Belarus,Developing,68,247,1,12.98,24.24947846,7,21,54.4,1,99,6.13,99,0.1,1276.28834,997961,0.675,13.1
Iran (Islamic Republic of),Developing,74.1,16,22,0.03,0,99,538,53.6,26,99,8.2,99,0.1,,,0.735,12.9
Maldives,Developing,74.3,93,0,1.47,620.9518909,98,1395,18,0,98,9.52,98,0.1,3488.493769,321,0.625,12.1
Luxembourg,Developed,77.8,98,0,13.14,8246.130437,77,0,54,0,99,7.48,99,0.1,48735.99549,4363,0.848,13.5
Gambia,Developing,59,286,3,2.99,0,97,0,23.5,6,97,5.85,98,2.7,,,0.434,8.9
Iceland,Developed,82.5,5,0,7.81,6818.546407,,0,59.7,0,89,8.68,89,0.1,44333.8518,32716,0.901,18.7
Turkey,Developing,75.2,19,17,1.41,188.1440348,97,7405,64.5,20,98,5.38,98,0.1,12542.93565,75787333,0.754,14.4
Finland,Developing,78,1,0,8.94,2775.33544,,1,56.1,0,95,7.43,98,0.1,24913.24452,51888,0.856,17.7
Armenia,Developing,72.7,134,1,3.03,7.341493148,93,4,48.1,1,96,5.56,94,0.1,93.1661567,31786,0.657,10.8
Rwanda,Developing,59.6,295,20,6.78,7.409771603,97,26,16.5,30,98,8.49,97,5,44.853339,944742,0.424,10.1
Vanuatu,Developing,78,149,0,0.83,361.0940984,62,0,48.2,0,66,3.9,66,0.1,2643.441423,23785,0.589,10.7
Ecuador,Developing,75.5,127,7,3.92,41.88087712,88,72,52.1,8,85,6.48,87,0.1,572.14313,15419666,0.717,13.3
Jordan,Developing,73.3,118,4,0.59,668.7447334,98,0,6.9,4,98,9.54,98,0.1,3492.1396,6821116,0.742,13.6
Bangladesh,Developing,69.1,147,144,0.01,42.48865034,96,2660,14,186,96,2.85,96,0.1,615.7775411,14885814,0.52,8.6
Slovenia,Developed,87,76,0,10.46,31.13492794,,52,59.5,0,95,9.23,95,0.1,242.67286,26198,0.888,17.6
United Republic of Tanzania,Developing,58.6,348,87,3.98,0,92,1668,21.9,126,9,5.72,92,2.4,,,,
Russian Federation,Developing,69.4,242,14,11.04,184.764931,97,629,58.1,17,97,6.61,97,0.3,14212.687,14296868,0.785,14
Slovenia,Developed,79.1,9,0,10.52,3505.389434,,0,56.4,0,96,9.38,96,0.1,24633.79785,239669,0.873,16.9
